model_name,model_path,feature_count,best_cv_log_loss,best_params,accuracy,log_loss,roc_auc,brier_score
pure_tennis,outputs/xgb_model_pure_tennis.pkl,66,0.6160388693585536,"{'subsample': 0.85, 'reg_lambda': 5, 'reg_alpha': 0.01, 'n_estimators': 800, 'min_child_weight': 12, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0.05, 'colsample_bytree': 0.65}",0.6660855784469096,0.6109590047042196,0.725161128287301,0.21168788372212033
market_aware,outputs/xgb_model_market_aware.pkl,72,0.6143323670109422,"{'subsample': 0.95, 'reg_lambda': 1.5, 'reg_alpha': 0.01, 'n_estimators': 800, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.65}",0.6673534072900158,0.608043506167967,0.7292249115307626,0.21032020450556996
